uei,district,state,start_date,end_date,duration_days,raw_start_date,raw_end_date,raw_duration_days,classification,evidence,recommended_action,confidence,notes
UEI-IMD-FL-1996-0016,"Cachar, Darrang, Dhemaji, Golaghat, Jorhat, Kamrup, Karimganj, Nagaon, Sivasagar, Sonitpur",Assam,1996-08-12,1996-09-03,23.0,12-08-1996 00:00,03-09-1996 00:00,23,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1996-08-12, end=1996-09-03; raw DD-first parse: start=1996-08-12, end=1996-09-03."
UEI-IMD-FL-1996-0027,"Jhajjar, Gurugram, Faridabad, Mahendragarh, Rewari, Nuh, Palwal, Charki Dadri, Yamunanagar, Kurukshetra, Kaithal, Sirsa, Karnal, Jind, Fatehabad, Hisar, Panipat, Sonipat, Bhiwani, Rohtak, Panchkula, Ambala",Haryana,1996-08-10,1996-08-15,6.0,10-08-1996 00:00,15-08-1996 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1996-08-10, end=1996-08-15; raw DD-first parse: start=1996-08-10, end=1996-08-15."
UEI-IMD-FL-1996-0081,"Beed, Latur, Nanded",Maharashtra,1996-09-10,1996-09-15,6.0,10-09-1996 00:00,15-09-1996 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1996-09-10, end=1996-09-15; raw DD-first parse: start=1996-09-10, end=1996-09-15."
UEI-IMD-FL-1996-0082,"Gondia, Bhandara, Jalgaon, Wardha, Buldhana, Akola, Nashik, Gadchiroli, Washim, Chandrapur, Yavatmal, Jalna, Ahmednagar, Hingoli, Nanded, Parbhani, Pune, Beed, Mumbai, Latur, Dharashiv, Solapur, Satara, Ratnagiri, Sangli, Kolhapur, Sindhudurg, Thane, Palghar, Nandurbar, Amravati, Dhule, Nagpur, Aurangabad, Raigarh, Mumbai Suburban",Maharashtra,1996-09-26,1996-10-05,10.0,26-09-1996 00:00,05-10-1996 00:00,10,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1996-09-26, end=1996-10-05; raw DD-first parse: start=1996-09-26, end=1996-10-05."
UEI-IMD-FL-1996-0116,"Cooch Behar, Darjeeling, Jalpaiguri",West Bengal,1996-07-12,1996-07-13,2.0,12-07-1996 00:00,13-07-1996 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1996-07-12, end=1996-07-13; raw DD-first parse: start=1996-07-12, end=1996-07-13."
UEI-IMD-FL-1997-0010,"Barpeta, Dhemaji, Goalpara, Jorhat, Lakhimpur, Nalbari",Assam,1997-06-10,1997-06-30,21.0,10-06-1997 00:00,30-06-1997 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-06-10, end=1997-06-30; raw DD-first parse: start=1997-06-10, end=1997-06-30."
UEI-IMD-FL-1997-0012,"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",Assam,1997-07-08,1997-07-21,14.0,08-07-1997 00:00,21-07-1997 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-07-08, end=1997-07-21; raw DD-first parse: start=1997-07-08, end=1997-07-21."
UEI-IMD-FL-1997-0031,Raichur,Karnataka,1997-04-30,1997-05-01,2.0,30-04-1997 00:00,01-05-1997 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-04-30, end=1997-05-01; raw DD-first parse: start=1997-04-30, end=1997-05-01."
UEI-IMD-FL-1997-0034,Dakshina Kannada,Karnataka,1997-07-10,1997-07-26,4.0,10-07-1997 00:00,26-07-1997 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-07-10, end=1997-07-26; raw DD-first parse: start=1997-07-10, end=1997-07-26."
UEI-IMD-FL-1997-0064,Kolhapur,Maharashtra,1997-07-08,1997-07-14,7.0,08-07-1997 00:00,14-07-1997 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-07-08, end=1997-07-14; raw DD-first parse: start=1997-07-08, end=1997-07-14."
UEI-IMD-FL-1997-0082,"Aurangabad, Jalgaon",Maharashtra,1997-11-28,1997-12-04,7.0,28-11-1997 00:00,04-12-1997 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-11-28, end=1997-12-04; raw DD-first parse: start=1997-11-28, end=1997-12-04."
UEI-IMD-FL-1997-0099,"Sri Sri Muktsar Sahib Sahib, Mansa, Bathinda, Sangrur",Punjab,1997-08-27,1997-09-03,8.0,27-08-1997 00:00,03-09-1997 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-08-27, end=1997-09-03; raw DD-first parse: start=1997-08-27, end=1997-09-03."
UEI-IMD-FL-1997-0112,Siddharthnagar,Uttar Pradesh,1997-07-08,1997-07-14,7.0,08-07-1997 00:00,14-07-1997 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-07-08, end=1997-07-14; raw DD-first parse: start=1997-07-08, end=1997-07-14."
UEI-IMD-FL-1997-0120,Darjeeling,West Bengal,1997-06-28,1997-07-01,4.0,28-06-1997 00:00,01-07-1997 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1997-06-28, end=1997-07-01; raw DD-first parse: start=1997-06-28, end=1997-07-01."
UEI-IMD-FL-1998-0003,"Srikakulam, Vizianagaram, Visakhapatnam, Krishna, Guntur, East Godavari, Prakasam, Kurnool, Ananthapuramuamu, Sri Potti Sriramulu Nellore, West Godavari, Y.S.R., Chittoor",Andhra Pradesh,1998-10-28,1998-11-04,8.0,28-10-1998 00:00,04-11-1998 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1998-10-28, end=1998-11-04; raw DD-first parse: start=1998-10-28, end=1998-11-04."
UEI-IMD-FL-1998-0008,"Cachar, Darrang, Dhemaji, Dibrugarh, Jorhat, Lakhimpur, Sonitpur, Tinsukia",Assam,1998-06-10,1998-06-16,7.0,10-06-1998 00:00,16-06-1998 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1998-06-10, end=1998-06-16; raw DD-first parse: start=1998-06-10, end=1998-06-16."
UEI-IMD-FL-1998-0058,"Ernakulam, Idukki, Malappuram, Pathanamthitta, Thrissur",Kerala,1998-07-12,1998-07-15,4.0,12-07-1998 00:00,15-07-1998 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1998-07-12, end=1998-07-15; raw DD-first parse: start=1998-07-12, end=1998-07-15."
UEI-IMD-FL-1998-0092,"Mangan, Gyalshing, Namchi, Gangtok",Sikkim,1998-05-13,1998-06-04,23.0,13-05-1998 00:00,04-06-1998 00:00,23,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1998-05-13, end=1998-06-04; raw DD-first parse: start=1998-05-13, end=1998-06-04."
UEI-IMD-FL-1998-0114,"Cooch Behar, Jalpaiguri, Malda, Uttar Kashi Dinajpur, Dakshin Dinajpur",West Bengal,1998-07-26,1998-08-02,8.0,26-07-1998 00:00,02-08-1998 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1998-07-26, end=1998-08-02; raw DD-first parse: start=1998-07-26, end=1998-08-02."
UEI-IMD-FL-1999-0007,"Dhemaji, Dhubri, Golaghat, Jorhat, Sivasagar",Assam,1999-08-22,1999-09-02,12.0,22-08-1999 00:00,02-09-1999 00:00,12,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1999-08-22, end=1999-09-02; raw DD-first parse: start=1999-08-22, end=1999-09-02."
UEI-IMD-FL-1999-0008,"Jorhat, Kamrup",Assam,1999-09-12,1999-09-13,2.0,12-09-1999 00:00,13-09-1999 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1999-09-12, end=1999-09-13; raw DD-first parse: start=1999-09-12, end=1999-09-13."
UEI-IMD-FL-1999-0012,"North Goa, South Goa",Goa,1999-06-09,1999-06-13,5.0,09-06-1999 00:00,13-06-1999 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1999-06-09, end=1999-06-13; raw DD-first parse: start=1999-06-09, end=1999-06-13."
UEI-IMD-FL-1999-0033,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura",Karnataka,1999-07-12,1999-07-24,13.0,12-07-1999 00:00,24-07-1999 00:00,13,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1999-07-12, end=1999-07-24; raw DD-first parse: start=1999-07-12, end=1999-07-24."
UEI-IMD-FL-1999-0056,Sindhudurg,Maharashtra,1999-06-12,1999-06-18,7.0,12-06-1999 00:00,18-06-1999 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1999-06-12, end=1999-06-18; raw DD-first parse: start=1999-06-12, end=1999-06-18."
UEI-IMD-FL-1999-0068,"Baleshwar, Bhadrak, Cuttack, Kendrapara, Koraput, Mayurbhanj, Sambalpur",Odisha,1999-07-22,1999-08-07,17.0,22-07-1999 00:00,07-08-1999 00:00,17,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1999-07-22, end=1999-08-07; raw DD-first parse: start=1999-07-22, end=1999-08-07."
UEI-IMD-FL-2000-0002,"Adilabad, Hyderabad, Khammam, Kurnool, Mahabubnagar, Nalgonda, Warangal, Warangal, Warangal, Warangal",Andhra Pradesh,2000-07-11,2000-07-14,4.0,11-07-2000 00:00,14-07-2000 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-07-11, end=2000-07-14; raw DD-first parse: start=2000-07-11, end=2000-07-14."
UEI-IMD-FL-2000-0005,"East Siang, West Siang, Upper Siang",Arunachal Pradesh,2000-06-11,2000-06-16,6.0,11-06-2000 00:00,16-06-2000 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-06-11, end=2000-06-16; raw DD-first parse: start=2000-06-11, end=2000-06-16."
UEI-IMD-FL-2000-0010,Dhubri,Assam,2000-05-09,2000-05-13,5.0,09-05-2000 00:00,13-05-2000 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-05-09, end=2000-05-13; raw DD-first parse: start=2000-05-09, end=2000-05-13."
UEI-IMD-FL-2000-0015,"Bongaigaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Jorhat, Karimganj, Kokrajhar, Lakhimpur, Sonitpur, Tinsukia",Assam,2000-06-12,2000-06-30,19.0,12-06-2000 00:00,30-06-2000 00:00,19,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=2000-06-12, end=2000-06-30; raw DD-first parse: start=2000-06-12, end=2000-06-30."
